Case ID,Activity,Complete Timestamp,role
26,Register,2024-01-03 07:45:00,Agent L1
26,Classify,2024-01-03 07:59:11,Agent L1
26,Resolve,2024-01-03 21:47:35,Agent L2
26,Resolve,2024-01-04 03:27:34,Agent L2
26,Close,2024-01-04 03:38:02,Agent L1
27,Register,2024-01-02 09:37:00,Agent L1
27,Classify,2024-01-02 09:56:26,Agent L1
27,Analyze,2024-01-02 16:06:00,Agent L2
27,Resolve,2024-01-03 05:01:30,Agent L2
27,Resolve,2024-01-03 11:22:04,Agent L2
27,Close,2024-01-03 11:27:28,Agent L1
28,Register,2024-01-03 17:59:00,Agent L1
28,Classify,2024-01-03 18:15:54,Agent L1
28,Analyze,2024-01-04 02:47:14,Agent L2
28,Escalate,2024-01-04 03:45:48,Supervisor
28,Resolve,2024-01-04 22:08:18,Agent L2
28,Close,2024-01-04 22:12:51,Agent L1
29,Register,2024-01-03 00:26:00,Agent L1
29,Classify,2024-01-03 00:39:04,Agent L1
29,Analyze,2024-01-03 05:57:43,Agent L2
29,Resolve,2024-01-03 11:47:17,Agent L2
29,Close,2024-01-03 11:49:06,Agent L1
30,Register,2024-01-03 07:52:00,Agent L1
30,Classify,2024-01-03 08:10:12,Agent L1
30,Analyze,2024-01-03 12:38:09,Agent L2
30,Resolve,2024-01-03 18:08:18,Agent L2
30,Close,2024-01-03 18:13:27,Agent L1
31,Register,2024-01-02 04:05:00,Agent L1
31,Classify,2024-01-02 04:24:55,Agent L1
31,Analyze,2024-01-02 09:55:46,Agent L2
31,Wait,2024-01-03 14:50:33,Queue
31,Resolve,2024-01-03 21:02:04,Agent L2
31,Resolve,2024-01-04 03:03:44,Agent L2
31,Close,2024-01-04 03:10:42,Agent L1
32,Register,2024-01-01 22:46:00,Agent L1
32,Classify,2024-01-01 22:58:36,Agent L1
32,Escalate,2024-01-02 00:49:41,Supervisor
32,Analyze,2024-01-02 04:43:55,Agent L2
32,Escalate,2024-01-02 06:40:24,Supervisor
32,Analyze,2024-01-02 12:15:50,Agent L2
32,Close,2024-01-02 12:21:07,Agent L1
33,Register,2024-01-03 06:51:00,Agent L1
33,Classify,2024-01-03 07:01:55,Agent L1
33,Analyze,2024-01-03 15:18:21,Agent L2
33,Resolve,2024-01-03 20:32:41,Agent L2
33,Close,2024-01-03 20:36:33,Agent L1
34,Register,2024-01-02 13:16:00,Agent L1
34,Classify,2024-01-02 13:36:17,Agent L1
34,Analyze,2024-01-02 17:08:55,Agent L2
34,Escalate,2024-01-02 18:40:50,Supervisor
34,Analyze,2024-01-03 03:04:15,Agent L2
34,Wait,2024-01-04 19:03:32,Queue
34,Resolve,2024-01-05 07:02:14,Agent L2
34,Close,2024-01-05 07:22:03,Agent L1
35,Register,2024-01-03 16:25:00,Agent L1
35,Classify,2024-01-03 16:48:04,Agent L1
35,Wait,2024-01-04 12:21:53,Queue
35,Analyze,2024-01-04 17:38:52,Agent L2
35,Wait,2024-01-05 12:34:57,Queue
35,Resolve,2024-01-05 23:24:30,Agent L2
35,Analyze,2024-01-06 02:59:22,Agent L2
35,Resolve,2024-01-06 10:54:23,Agent L2
35,Close,2024-01-06 11:04:18,Agent L1
36,Register,2024-01-03 12:05:00,Agent L1
36,Classify,2024-01-03 12:21:17,Agent L1
36,Wait,2024-01-03 23:52:26,Queue
36,Resolve,2024-01-04 07:19:20,Agent L2
36,Close,2024-01-04 07:22:54,Agent L1
37,Register,2024-01-03 18:33:00,Agent L1
37,Classify,2024-01-03 18:48:29,Agent L1
37,Analyze,2024-01-03 23:19:26,Agent L2
37,Analyze,2024-01-04 03:30:44,Agent L2
37,Escalate,2024-01-04 05:35:52,Supervisor
37,Analyze,2024-01-04 11:26:49,Agent L2
37,Wait,2024-01-05 07:52:33,Queue
37,Analyze,2024-01-05 12:08:28,Agent L2
37,Resolve,2024-01-05 19:33:31,Agent L2
37,Close,2024-01-05 19:45:54,Agent L1
38,Register,2024-01-02 05:12:00,Agent L1
38,Classify,2024-01-02 05:29:37,Agent L1
38,Resolve,2024-01-02 17:33:52,Agent L2
38,Resolve,2024-01-03 04:52:28,Agent L2
38,Close,2024-01-03 04:57:53,Agent L1
39,Register,2024-01-03 16:59:00,Agent L1
39,Classify,2024-01-03 17:15:35,Agent L1
39,Analyze,2024-01-03 20:57:45,Agent L2
39,Resolve,2024-01-04 01:38:49,Agent L2
39,Close,2024-01-04 01:49:07,Agent L1
40,Register,2024-01-03 05:03:00,Agent L1
40,Classify,2024-01-03 05:14:10,Agent L1
40,Analyze,2024-01-03 11:18:01,Agent L2
40,Wait,2024-01-04 05:15:58,Queue
40,Resolve,2024-01-04 13:12:23,Agent L2
40,Close,2024-01-04 13:25:21,Agent L1
41,Register,2024-01-02 10:21:00,Agent L1
41,Analyze,2024-01-02 19:26:17,Agent L2
41,Escalate,2024-01-02 21:32:08,Supervisor
41,Analyze,2024-01-03 04:34:51,Agent L2
41,Resolve,2024-01-03 11:34:10,Agent L2
41,Close,2024-01-03 11:41:26,Agent L1
42,Register,2024-01-02 05:37:00,Agent L1
42,Classify,2024-01-02 06:03:01,Agent L1
42,Analyze,2024-01-02 12:15:01,Agent L2
42,Resolve,2024-01-02 18:33:43,Agent L2
42,Wait,2024-01-03 20:21:24,Queue
42,Analyze,2024-01-04 01:29:19,Agent L2
42,Escalate,2024-01-04 02:50:27,Supervisor
42,Analyze,2024-01-04 09:16:51,Agent L2
42,Escalate,2024-01-04 10:51:05,Supervisor
42,Resolve,2024-01-04 18:18:58,Agent L2
42,Close,2024-01-04 18:25:34,Agent L1
43,Register,2024-01-03 05:31:00,Agent L1
43,Classify,2024-01-03 05:50:12,Agent L1
43,Analyze,2024-01-03 10:27:27,Agent L2
43,Resolve,2024-01-03 17:29:31,Agent L2
43,Close,2024-01-03 17:33:08,Agent L1
44,Register,2024-01-02 16:59:00,Agent L1
44,Classify,2024-01-02 17:14:24,Agent L1
44,Analyze,2024-01-03 00:57:20,Agent L2
44,Analyze,2024-01-03 13:50:14,Agent L2
44,Resolve,2024-01-03 23:11:53,Agent L2
44,Close,2024-01-03 23:15:56,Agent L1
45,Register,2024-01-02 01:06:00,Agent L1
45,Classify,2024-01-02 01:30:29,Agent L1
45,Escalate,2024-01-02 04:29:19,Supervisor
45,Wait,2024-01-02 20:45:46,Queue
45,Wait,2024-01-03 23:09:53,Queue
45,Analyze,2024-01-04 05:53:33,Agent L2
45,Escalate,2024-01-04 08:57:54,Supervisor
45,Analyze,2024-01-04 11:35:43,Agent L2
45,Wait,2024-01-06 20:47:30,Queue
45,Analyze,2024-01-07 08:34:11,Agent L2
45,Close,2024-01-07 08:37:23,Agent L1
46,Register,2024-01-01 08:57:00,Agent L1
46,Classify,2024-01-01 09:09:15,Agent L1
46,Analyze,2024-01-01 13:44:59,Agent L2
46,Resolve,2024-01-01 19:36:25,Agent L2
46,Close,2024-01-01 19:40:10,Agent L1
47,Register,2024-01-03 04:12:00,Agent L1
47,Classify,2024-01-03 04:26:10,Agent L1
47,Analyze,2024-01-03 12:34:20,Agent L2
47,Wait,2024-01-04 01:04:36,Queue
47,Resolve,2024-01-04 07:14:19,Agent L2
47,Resolve,2024-01-04 14:18:05,Agent L2
47,Close,2024-01-04 14:19:15,Agent L1
48,Register,2024-01-01 10:14:00,Agent L1
48,Classify,2024-01-01 10:26:51,Agent L1
48,Analyze,2024-01-01 13:07:56,Agent L2
48,Resolve,2024-01-01 18:16:01,Agent L2
48,Close,2024-01-01 18:19:32,Agent L1
49,Register,2024-01-03 03:39:00,Agent L1
49,Classify,2024-01-03 03:53:30,Agent L1
49,Analyze,2024-01-03 08:30:53,Agent L2
49,Resolve,2024-01-03 15:07:27,Agent L2
49,Close,2024-01-03 15:11:19,Agent L1
50,Register,2024-01-02 01:06:00,Agent L1
50,Classify,2024-01-02 01:18:24,Agent L1
50,Escalate,2024-01-02 02:48:11,Supervisor
50,Analyze,2024-01-02 06:46:43,Agent L2
50,Escalate,2024-01-02 07:41:40,Supervisor
50,Analyze,2024-01-02 13:57:18,Agent L2
50,Escalate,2024-01-02 15:45:18,Supervisor
50,Resolve,2024-01-03 00:23:06,Agent L2
50,Close,2024-01-03 00:31:52,Agent L1
51,Register,2024-01-01 15:22:00,Agent L1
51,Classify,2024-01-01 15:31:24,Agent L1
51,Analyze,2024-01-01 19:34:08,Agent L2
51,Wait,2024-01-02 18:01:50,Queue
51,Resolve,2024-01-03 08:04:47,Agent L2
51,Close,2024-01-03 08:11:31,Agent L1
52,Register,2024-01-02 14:49:00,Agent L1
52,Classify,2024-01-02 15:01:55,Agent L1
52,Analyze,2024-01-02 21:53:16,Agent L2
52,Escalate,2024-01-02 23:37:19,Supervisor
52,Analyze,2024-01-03 03:24:48,Agent L2
52,Resolve,2024-01-03 10:15:06,Agent L2
52,Wait,2024-01-05 12:11:10,Queue
52,Resolve,2024-01-05 17:00:53,Agent L2
52,Close,2024-01-05 17:03:26,Agent L1
53,Register,2024-01-01 11:30:00,Agent L1
53,Analyze,2024-01-01 17:42:17,Agent L2
53,Resolve,2024-01-01 22:09:17,Agent L2
53,Resolve,2024-01-02 03:26:53,Agent L2
53,Close,2024-01-02 03:33:50,Agent L1
54,Register,2024-01-01 09:47:00,Agent L1
54,Classify,2024-01-01 10:09:44,Agent L1
54,Analyze,2024-01-01 13:30:29,Agent L2
54,Resolve,2024-01-01 20:11:48,Agent L2
54,Resolve,2024-01-02 04:31:07,Agent L2
54,Close,2024-01-02 04:36:42,Agent L1
55,Register,2024-01-02 14:58:00,Agent L1
55,Classify,2024-01-02 15:11:10,Agent L1
55,Escalate,2024-01-02 16:40:08,Supervisor
55,Analyze,2024-01-02 20:07:26,Agent L2
55,Resolve,2024-01-03 01:02:53,Agent L2
55,Close,2024-01-03 01:07:55,Agent L1
56,Register,2024-01-03 11:32:00,Agent L1
56,Classify,2024-01-03 11:47:29,Agent L1
56,Analyze,2024-01-03 18:08:35,Agent L2
56,Escalate,2024-01-03 19:53:36,Supervisor
56,Analyze,2024-01-04 01:34:16,Agent L2
56,Escalate,2024-01-04 03:01:41,Supervisor
56,Wait,2024-01-05 05:32:00,Queue
56,Analyze,2024-01-05 12:45:45,Agent L2
56,Wait,2024-01-06 01:48:31,Queue
56,Escalate,2024-01-06 03:02:10,Supervisor
56,Analyze,2024-01-06 08:20:06,Agent L2
56,Escalate,2024-01-06 09:42:11,Supervisor
56,Analyze,2024-01-06 15:03:46,Agent L2
56,Resolve,2024-01-07 00:10:47,Agent L2
56,Close,2024-01-07 00:12:54,Agent L1
57,Register,2024-01-02 20:13:00,Agent L1
57,Classify,2024-01-02 20:37:10,Agent L1
57,Analyze,2024-01-03 01:24:42,Agent L2
57,Escalate,2024-01-03 03:13:00,Supervisor
57,Resolve,2024-01-03 10:35:48,Agent L2
57,Close,2024-01-03 10:38:54,Agent L1
58,Register,2024-01-02 22:32:00,Agent L1
58,Classify,2024-01-02 22:57:28,Agent L1
58,Resolve,2024-01-03 05:03:54,Agent L2
58,Resolve,2024-01-03 16:15:20,Agent L2
58,Close,2024-01-03 16:20:03,Agent L1
59,Register,2024-01-02 15:31:00,Agent L1
59,Classify,2024-01-02 15:59:32,Agent L1
59,Analyze,2024-01-02 21:25:31,Agent L2
59,Resolve,2024-01-03 09:08:45,Agent L2
59,Close,2024-01-03 09:15:11,Agent L1
60,Register,2024-01-02 16:28:00,Agent L1
60,Classify,2024-01-02 16:55:09,Agent L1
60,Escalate,2024-01-02 17:39:32,Supervisor
60,Analyze,2024-01-02 23:33:00,Agent L2
60,Escalate,2024-01-03 01:37:50,Supervisor
60,Resolve,2024-01-03 10:03:18,Agent L2
60,Close,2024-01-03 10:07:42,Agent L1
61,Register,2024-01-02 22:05:00,Agent L1
61,Classify,2024-01-02 22:16:03,Agent L1
61,Analyze,2024-01-03 02:49:28,Agent L2
61,Escalate,2024-01-03 04:31:52,Supervisor
61,Wait,2024-01-04 16:25:33,Queue
61,Analyze,2024-01-05 02:19:47,Agent L2
61,Resolve,2024-01-05 11:53:12,Agent L2
61,Close,2024-01-05 11:58:04,Agent L1
62,Register,2024-01-02 08:45:00,Agent L1
62,Classify,2024-01-02 09:10:00,Agent L1
62,Escalate,2024-01-02 10:15:00,Supervisor
62,Resolve,2024-01-02 17:49:08,Agent L2
62,Close,2024-01-02 17:54:51,Agent L1
63,Register,2024-01-03 19:49:00,Agent L1
63,Classify,2024-01-03 20:01:16,Agent L1
63,Analyze,2024-01-04 03:01:01,Agent L2
63,Wait,2024-01-04 20:11:20,Queue
63,Analyze,2024-01-05 01:38:20,Agent L2
63,Resolve,2024-01-05 08:38:09,Agent L2
63,Close,2024-01-05 08:46:44,Agent L1
64,Register,2024-01-03 17:00:00,Agent L1
64,Classify,2024-01-03 17:21:30,Agent L1
64,Analyze,2024-01-04 04:33:06,Agent L2
64,Wait,2024-01-05 00:23:38,Queue
64,Analyze,2024-01-05 09:24:03,Agent L2
64,Analyze,2024-01-05 14:59:45,Agent L2
64,Resolve,2024-01-06 00:49:32,Agent L2
64,Resolve,2024-01-06 07:50:46,Agent L2
64,Close,2024-01-06 08:00:31,Agent L1
65,Register,2024-01-02 11:03:00,Agent L1
65,Classify,2024-01-02 11:18:53,Agent L1
65,Wait,2024-01-04 10:23:19,Queue
65,Resolve,2024-01-04 15:50:54,Agent L2
65,Close,2024-01-04 15:57:21,Agent L1
66,Register,2024-01-03 08:09:00,Agent L1
66,Classify,2024-01-03 08:42:47,Agent L1
66,Analyze,2024-01-03 13:26:17,Agent L2
66,Resolve,2024-01-03 21:51:45,Agent L2
66,Close,2024-01-03 21:55:58,Agent L1
67,Register,2024-01-02 00:16:00,Agent L1
67,Classify,2024-01-02 00:39:05,Agent L1
67,Analyze,2024-01-02 10:36:39,Agent L2
67,Analyze,2024-01-02 16:22:03,Agent L2
67,Escalate,2024-01-02 17:39:08,Supervisor
67,Analyze,2024-01-02 22:36:31,Agent L2
67,Analyze,2024-01-03 04:28:15,Agent L2
67,Close,2024-01-03 04:34:01,Agent L1
68,Register,2024-01-02 16:05:00,Agent L1
68,Classify,2024-01-02 16:20:26,Agent L1
68,Analyze,2024-01-02 21:34:01,Agent L2
68,Escalate,2024-01-02 23:08:10,Supervisor
68,Wait,2024-01-04 02:25:33,Queue
68,Analyze,2024-01-04 06:51:05,Agent L2
68,Resolve,2024-01-04 14:13:14,Agent L2
68,Resolve,2024-01-04 20:33:48,Agent L2
68,Close,2024-01-04 20:42:31,Agent L1
69,Register,2024-01-01 10:29:00,Agent L1
69,Classify,2024-01-01 10:42:04,Agent L1
69,Escalate,2024-01-01 12:37:53,Supervisor
69,Analyze,2024-01-01 15:33:31,Agent L2
69,Resolve,2024-01-02 02:44:15,Agent L2
69,Close,2024-01-02 02:49:35,Agent L1
70,Register,2024-01-03 14:25:00,Agent L1
70,Classify,2024-01-03 14:56:34,Agent L1
70,Analyze,2024-01-03 22:47:25,Agent L2
70,Wait,2024-01-04 17:07:42,Queue
70,Resolve,2024-01-04 22:39:39,Agent L2
70,Close,2024-01-04 22:46:27,Agent L1
71,Register,2024-01-01 10:53:00,Agent L1
71,Classify,2024-01-01 11:23:57,Agent L1
71,Analyze,2024-01-01 19:39:36,Agent L2
71,Analyze,2024-01-02 02:20:36,Agent L2
71,Wait,2024-01-03 05:39:43,Queue
71,Analyze,2024-01-03 16:03:58,Agent L2
71,Wait,2024-01-04 06:30:23,Queue
71,Resolve,2024-01-04 13:38:06,Agent L2
71,Close,2024-01-04 13:42:41,Agent L1
72,Register,2024-01-02 03:01:00,Agent L1
72,Classify,2024-01-02 03:18:03,Agent L1
72,Analyze,2024-01-02 08:03:31,Agent L2
72,Wait,2024-01-04 01:43:49,Queue
72,Analyze,2024-01-04 09:52:37,Agent L2
72,Resolve,2024-01-04 17:05:33,Agent L2
72,Close,2024-01-04 17:13:38,Agent L1
73,Register,2024-01-02 07:43:00,Agent L1
73,Classify,2024-01-02 08:00:45,Agent L1
73,Analyze,2024-01-02 10:57:52,Agent L2
73,Resolve,2024-01-02 16:25:00,Agent L2
73,Close,2024-01-02 16:28:31,Agent L1
74,Register,2024-01-02 08:38:00,Agent L1
74,Classify,2024-01-02 08:49:46,Agent L1
74,Analyze,2024-01-02 14:55:24,Agent L2
74,Escalate,2024-01-02 16:26:15,Supervisor
74,Resolve,2024-01-03 01:14:13,Agent L2
74,Close,2024-01-03 01:16:07,Agent L1
75,Register,2024-01-03 13:15:00,Agent L1
75,Classify,2024-01-03 13:36:04,Agent L1
75,Analyze,2024-01-03 19:21:45,Agent L2
75,Resolve,2024-01-04 02:58:32,Agent L2
75,Resolve,2024-01-04 13:35:51,Agent L2
75,Close,2024-01-04 13:41:20,Agent L1
76,Register,2024-01-01 13:23:00,Agent L1
76,Classify,2024-01-01 13:43:11,Agent L1
76,Analyze,2024-01-01 18:13:05,Agent L2
76,Wait,2024-01-02 03:39:42,Queue
76,Resolve,2024-01-02 15:00:38,Agent L2
76,Close,2024-01-02 15:07:03,Agent L1
77,Register,2024-01-03 12:21:00,Agent L1
77,Classify,2024-01-03 12:39:16,Agent L1
77,Wait,2024-01-04 12:27:11,Queue
77,Analyze,2024-01-04 15:10:33,Agent L2
77,Wait,2024-01-05 10:11:51,Queue
77,Analyze,2024-01-05 15:24:42,Agent L2
77,Escalate,2024-01-05 16:38:41,Supervisor
77,Resolve,2024-01-06 00:12:50,Agent L2
77,Close,2024-01-06 00:15:55,Agent L1
78,Register,2024-01-01 17:37:00,Agent L1
78,Classify,2024-01-01 17:51:07,Agent L1
78,Analyze,2024-01-01 22:08:47,Agent L2
78,Resolve,2024-01-02 02:43:34,Agent L2
78,Close,2024-01-02 02:49:04,Agent L1
79,Register,2024-01-02 05:03:00,Agent L1
79,Classify,2024-01-02 05:14:43,Agent L1
79,Analyze,2024-01-02 09:16:13,Agent L2
79,Analyze,2024-01-02 13:28:36,Agent L2
79,Resolve,2024-01-02 22:10:56,Agent L2
79,Analyze,2024-01-03 02:48:39,Agent L2
79,Wait,2024-01-04 02:01:56,Queue
79,Analyze,2024-01-04 07:06:19,Agent L2
79,Wait,2024-01-06 02:19:15,Queue
79,Resolve,2024-01-06 10:14:56,Agent L2
79,Resolve,2024-01-06 18:34:53,Agent L2
79,Analyze,2024-01-07 02:40:34,Agent L2
79,Escalate,2024-01-07 04:42:02,Supervisor
79,Analyze,2024-01-07 13:17:46,Agent L2
79,Resolve,2024-01-07 20:51:23,Agent L2
79,Close,2024-01-07 20:57:18,Agent L1
80,Register,2024-01-01 09:08:00,Agent L1
80,Classify,2024-01-01 09:29:28,Agent L1
80,Analyze,2024-01-01 13:11:42,Agent L2
80,Resolve,2024-01-02 00:26:49,Agent L2
80,Close,2024-01-02 00:32:38,Agent L1
81,Register,2024-01-03 02:56:00,Agent L1
81,Classify,2024-01-03 03:17:51,Agent L1
81,Escalate,2024-01-03 04:18:52,Supervisor
81,Resolve,2024-01-03 09:37:25,Agent L2
81,Close,2024-01-03 09:42:19,Agent L1
82,Register,2024-01-02 18:15:00,Agent L1
82,Classify,2024-01-02 18:34:38,Agent L1
82,Analyze,2024-01-02 23:02:54,Agent L2
82,Resolve,2024-01-03 06:42:51,Agent L2
82,Resolve,2024-01-03 17:46:37,Agent L2
82,Close,2024-01-03 17:58:26,Agent L1
83,Register,2024-01-03 03:54:00,Agent L1
83,Classify,2024-01-03 04:07:14,Agent L1
83,Resolve,2024-01-03 10:16:40,Agent L2
83,Resolve,2024-01-03 21:34:59,Agent L2
83,Close,2024-01-03 21:40:09,Agent L1
