case_id,prefix,k,next_act
173736,o_selected o_created,1,o_sent
173736,o_selected o_created o_sent,2,o_selected
173736,o_selected o_created o_sent o_selected,3,o_cancelled
173736,o_selected o_created o_sent o_selected o_cancelled,4,o_created
173736,o_selected o_created o_sent o_selected o_cancelled o_created,5,o_sent
173736,o_selected o_created o_sent o_selected o_cancelled o_created o_sent,6,o_sent_back
173736,o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_sent_back,7,o_selected
173736,o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_sent_back o_selected,8,o_cancelled
173736,o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_sent_back o_selected o_cancelled,9,o_created
173736,o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_sent_back o_selected o_cancelled o_created,10,o_sent
173736,o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_sent_back o_selected o_cancelled o_created o_sent,11,o_sent_back
173736,o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_sent_back o_selected o_cancelled o_created o_sent o_sent_back,12,o_accepted
173739,o_selected,0,o_created
173739,o_selected o_created,1,o_sent
173739,o_selected o_created o_sent,2,o_sent_back
173739,o_selected o_created o_sent o_sent_back,3,o_accepted
173745,o_selected,0,o_created
173745,o_selected o_created,1,o_sent
173745,o_selected o_created o_sent,2,o_cancelled
173748,o_selected,0,o_created
173748,o_selected o_created,1,o_sent
173748,o_selected o_created o_sent,2,o_cancelled
173748,o_selected o_created o_sent o_cancelled,3,o_selected
173748,o_selected o_created o_sent o_cancelled o_selected,4,o_created
173748,o_selected o_created o_sent o_cancelled o_selected o_created,5,o_sent
173748,o_selected o_created o_sent o_cancelled o_selected o_created o_sent,6,o_declined
173751,o_selected,0,o_created
173751,o_selected o_created,1,o_sent
173751,o_selected o_created o_sent,2,o_sent_back
173751,o_selected o_created o_sent o_sent_back,3,o_accepted
173760,o_selected,0,o_created
173760,o_selected o_created,1,o_sent
173760,o_selected o_created o_sent,2,o_sent_back
173760,o_selected o_created o_sent o_sent_back,3,o_accepted
173784,o_selected,0,o_created
173784,o_selected o_created,1,o_sent
173784,o_selected o_created o_sent,2,o_sent_back
173784,o_selected o_created o_sent o_sent_back,3,o_accepted
173787,o_selected,0,o_created
173787,o_selected o_created,1,o_sent
173787,o_selected o_created o_sent,2,o_cancelled
173787,o_selected o_created o_sent o_cancelled,3,o_selected
173787,o_selected o_created o_sent o_cancelled o_selected,4,o_created
173787,o_selected o_created o_sent o_cancelled o_selected o_created,5,o_sent
173787,o_selected o_created o_sent o_cancelled o_selected o_created o_sent,6,o_cancelled
173790,o_selected,0,o_created
173790,o_selected o_created,1,o_sent
173790,o_selected o_created o_sent,2,o_sent_back
173790,o_selected o_created o_sent o_sent_back,3,o_accepted
173793,o_selected,0,o_created
173793,o_selected o_created,1,o_sent
173793,o_selected o_created o_sent,2,o_sent_back
173793,o_selected o_created o_sent o_sent_back,3,o_accepted
173796,o_selected,0,o_created
173796,o_selected o_created,1,o_sent
173796,o_selected o_created o_sent,2,o_cancelled
173805,o_selected,0,o_created
173805,o_selected o_created,1,o_sent
173805,o_selected o_created o_sent,2,o_cancelled
173811,o_selected,0,o_created
173811,o_selected o_created,1,o_sent
173811,o_selected o_created o_sent,2,o_cancelled
173817,o_selected,0,o_created
173817,o_selected o_created,1,o_sent
173817,o_selected o_created o_sent,2,o_cancelled
173817,o_selected o_created o_sent o_cancelled,3,o_selected
173817,o_selected o_created o_sent o_cancelled o_selected,4,o_created
173817,o_selected o_created o_sent o_cancelled o_selected o_created,5,o_sent
173817,o_selected o_created o_sent o_cancelled o_selected o_created o_sent,6,o_sent_back
173817,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back,7,o_declined
173823,o_selected,0,o_created
173823,o_selected o_created,1,o_sent
173823,o_selected o_created o_sent,2,o_sent_back
173823,o_selected o_created o_sent o_sent_back,3,o_declined
173835,o_selected,0,o_created
173835,o_selected o_created,1,o_sent
173835,o_selected o_created o_sent,2,o_cancelled
173844,o_selected,0,o_created
173844,o_selected o_created,1,o_sent
173844,o_selected o_created o_sent,2,o_sent_back
173844,o_selected o_created o_sent o_sent_back,3,o_accepted
173847,o_selected,0,o_created
173847,o_selected o_created,1,o_sent
173847,o_selected o_created o_sent,2,o_sent_back
173847,o_selected o_created o_sent o_sent_back,3,o_declined
173859,o_selected,0,o_created
173859,o_selected o_created,1,o_sent
173859,o_selected o_created o_sent,2,o_cancelled
173868,o_selected,0,o_created
173868,o_selected o_created,1,o_sent
173868,o_selected o_created o_sent,2,o_sent_back
173868,o_selected o_created o_sent o_sent_back,3,o_declined
173871,o_selected,0,o_created
173871,o_selected o_created,1,o_sent
173871,o_selected o_created o_sent,2,o_sent_back
173871,o_selected o_created o_sent o_sent_back,3,o_declined
173880,o_selected,0,o_created
173880,o_selected o_created,1,o_sent
173880,o_selected o_created o_sent,2,o_sent_back
173880,o_selected o_created o_sent o_sent_back,3,o_cancelled
173880,o_selected o_created o_sent o_sent_back o_cancelled,4,o_selected
173880,o_selected o_created o_sent o_sent_back o_cancelled o_selected,5,o_created
173880,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created,6,o_sent
173880,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent,7,o_sent_back
173880,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_sent_back,8,o_accepted
173898,o_selected,0,o_created
173898,o_selected o_created,1,o_sent
173898,o_selected o_created o_sent,2,o_cancelled
173913,o_selected,0,o_created
173913,o_selected o_created,1,o_sent
173913,o_selected o_created o_sent,2,o_sent_back
173913,o_selected o_created o_sent o_sent_back,3,o_accepted
173928,o_selected,0,o_created
173928,o_selected o_created,1,o_sent
173928,o_selected o_created o_sent,2,o_cancelled
173928,o_selected o_created o_sent o_cancelled,3,o_selected
173928,o_selected o_created o_sent o_cancelled o_selected,4,o_created
173928,o_selected o_created o_sent o_cancelled o_selected o_created,5,o_sent
173928,o_selected o_created o_sent o_cancelled o_selected o_created o_sent,6,o_sent_back
173928,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back,7,o_accepted
173940,o_selected,0,o_created
173940,o_selected o_created,1,o_sent
173940,o_selected o_created o_sent,2,o_sent_back
173940,o_selected o_created o_sent o_sent_back,3,o_accepted
173943,o_selected,0,o_created
173943,o_selected o_created,1,o_sent
173943,o_selected o_created o_sent,2,o_cancelled
173946,o_selected,0,o_created
173946,o_selected o_created,1,o_sent
173946,o_selected o_created o_sent,2,o_cancelled
173949,o_selected,0,o_created
173949,o_selected o_created,1,o_sent
173949,o_selected o_created o_sent,2,o_cancelled
173949,o_selected o_created o_sent o_cancelled,3,o_selected
173949,o_selected o_created o_sent o_cancelled o_selected,4,o_created
173949,o_selected o_created o_sent o_cancelled o_selected o_created,5,o_sent
173949,o_selected o_created o_sent o_cancelled o_selected o_created o_sent,6,o_sent_back
173949,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back,7,o_declined
173955,o_selected,0,o_created
173955,o_selected o_created,1,o_sent
173955,o_selected o_created o_sent,2,o_sent_back
173955,o_selected o_created o_sent o_sent_back,3,o_accepted
173979,o_selected,0,o_created
173979,o_selected o_created,1,o_sent
173979,o_selected o_created o_sent,2,o_sent_back
173979,o_selected o_created o_sent o_sent_back,3,o_accepted
173982,o_selected,0,o_created
173982,o_selected o_created,1,o_sent
173982,o_selected o_created o_sent,2,o_cancelled
173985,o_selected,0,o_created
173985,o_selected o_created,1,o_sent
173985,o_selected o_created o_sent,2,o_sent_back
173985,o_selected o_created o_sent o_sent_back,3,o_declined
173988,o_selected,0,o_created
173988,o_selected o_created,1,o_sent
173988,o_selected o_created o_sent,2,o_cancelled
173997,o_selected,0,o_created
173997,o_selected o_created,1,o_sent
173997,o_selected o_created o_sent,2,o_cancelled
174000,o_selected,0,o_created
174000,o_selected o_created,1,o_sent
174000,o_selected o_created o_sent,2,o_cancelled
174009,o_selected,0,o_created
174009,o_selected o_created,1,o_sent
174009,o_selected o_created o_sent,2,o_sent_back
174009,o_selected o_created o_sent o_sent_back,3,o_declined
174012,o_selected,0,o_created
174012,o_selected o_created,1,o_sent
174012,o_selected o_created o_sent,2,o_selected
174012,o_selected o_created o_sent o_selected,3,o_cancelled
174012,o_selected o_created o_sent o_selected o_cancelled,4,o_created
174012,o_selected o_created o_sent o_selected o_cancelled o_created,5,o_sent
174012,o_selected o_created o_sent o_selected o_cancelled o_created o_sent,6,o_cancelled
174018,o_selected,0,o_created
174018,o_selected o_created,1,o_sent
174018,o_selected o_created o_sent,2,o_cancelled
174030,o_selected,0,o_created
174030,o_selected o_created,1,o_sent
174030,o_selected o_created o_sent,2,o_cancelled
174036,o_selected,0,o_created
174036,o_selected o_created,1,o_sent
174036,o_selected o_created o_sent,2,o_sent_back
174036,o_selected o_created o_sent o_sent_back,3,o_selected
174036,o_selected o_created o_sent o_sent_back o_selected,4,o_cancelled
174036,o_selected o_created o_sent o_sent_back o_selected o_cancelled,5,o_created
174036,o_selected o_created o_sent o_sent_back o_selected o_cancelled o_created,6,o_sent
174036,o_selected o_created o_sent o_sent_back o_selected o_cancelled o_created o_sent,7,o_accepted
174039,o_selected,0,o_created
174039,o_selected o_created,1,o_sent
174039,o_selected o_created o_sent,2,o_sent_back
174039,o_selected o_created o_sent o_sent_back,3,o_accepted
174042,o_selected,0,o_created
174042,o_selected o_created,1,o_sent
174042,o_selected o_created o_sent,2,o_sent_back
174042,o_selected o_created o_sent o_sent_back,3,o_accepted
174045,o_selected,0,o_created
174045,o_selected o_created,1,o_sent
174045,o_selected o_created o_sent,2,o_sent_back
174045,o_selected o_created o_sent o_sent_back,3,o_accepted
174060,o_selected,0,o_created
174060,o_selected o_created,1,o_sent
174060,o_selected o_created o_sent,2,o_cancelled
174060,o_selected o_created o_sent o_cancelled,3,o_selected
174060,o_selected o_created o_sent o_cancelled o_selected,4,o_created
174060,o_selected o_created o_sent o_cancelled o_selected o_created,5,o_sent
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent,6,o_cancelled
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled,7,o_selected
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected,8,o_created
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created,9,o_sent
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent,10,o_selected
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected,11,o_cancelled
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled,12,o_created
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created,13,o_sent
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created o_sent,14,o_cancelled
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_cancelled,15,o_selected
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_cancelled o_selected,16,o_created
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_cancelled o_selected o_created,17,o_sent
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_cancelled o_selected o_created o_sent,18,o_selected
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_cancelled o_selected o_created o_sent o_selected,19,o_cancelled
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled,20,o_created
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created,21,o_sent
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created o_sent,22,o_sent_back
174060,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_cancelled o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_sent_back,23,o_accepted
174069,o_selected,0,o_created
174069,o_selected o_created,1,o_sent
174069,o_selected o_created o_sent,2,o_selected
174069,o_selected o_created o_sent o_selected,3,o_cancelled
174069,o_selected o_created o_sent o_selected o_cancelled,4,o_created
174069,o_selected o_created o_sent o_selected o_cancelled o_created,5,o_sent
174069,o_selected o_created o_sent o_selected o_cancelled o_created o_sent,6,o_sent_back
174069,o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_sent_back,7,o_declined
174078,o_selected,0,o_created
174078,o_selected o_created,1,o_sent
174078,o_selected o_created o_sent,2,o_sent_back
174078,o_selected o_created o_sent o_sent_back,3,o_accepted
174084,o_selected,0,o_created
174084,o_selected o_created,1,o_sent
174084,o_selected o_created o_sent,2,o_sent_back
174084,o_selected o_created o_sent o_sent_back,3,o_accepted
174087,o_selected,0,o_created
174087,o_selected o_created,1,o_sent
174087,o_selected o_created o_sent,2,o_sent_back
174087,o_selected o_created o_sent o_sent_back,3,o_accepted
174093,o_selected,0,o_created
174093,o_selected o_created,1,o_sent
174093,o_selected o_created o_sent,2,o_cancelled
174096,o_selected,0,o_created
174096,o_selected o_created,1,o_sent
174096,o_selected o_created o_sent,2,o_cancelled
174096,o_selected o_created o_sent o_cancelled,3,o_selected
174096,o_selected o_created o_sent o_cancelled o_selected,4,o_created
174096,o_selected o_created o_sent o_cancelled o_selected o_created,5,o_sent
174096,o_selected o_created o_sent o_cancelled o_selected o_created o_sent,6,o_sent_back
174096,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back,7,o_selected
174096,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back o_selected,8,o_cancelled
174096,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back o_selected o_cancelled,9,o_created
174096,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back o_selected o_cancelled o_created,10,o_sent
174096,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back o_selected o_cancelled o_created o_sent,11,o_sent_back
174096,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back o_selected o_cancelled o_created o_sent o_sent_back,12,o_accepted
174099,o_selected,0,o_created
174099,o_selected o_created,1,o_sent
174099,o_selected o_created o_sent,2,o_cancelled
174099,o_selected o_created o_sent o_cancelled,3,o_selected
174099,o_selected o_created o_sent o_cancelled o_selected,4,o_created
174099,o_selected o_created o_sent o_cancelled o_selected o_created,5,o_sent
174099,o_selected o_created o_sent o_cancelled o_selected o_created o_sent,6,o_sent_back
174099,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back,7,o_accepted
174105,o_selected,0,o_created
174105,o_selected o_created,1,o_sent
174105,o_selected o_created o_sent,2,o_sent_back
174105,o_selected o_created o_sent o_sent_back,3,o_accepted
174132,o_selected,0,o_created
174132,o_selected o_created,1,o_sent
174132,o_selected o_created o_sent,2,o_sent_back
174132,o_selected o_created o_sent o_sent_back,3,o_cancelled
174132,o_selected o_created o_sent o_sent_back o_cancelled,4,o_selected
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected,5,o_created
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created,6,o_sent
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent,7,o_cancelled
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_cancelled,8,o_selected
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_cancelled o_selected,9,o_created
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created,10,o_sent
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent,11,o_sent_back
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back,12,o_cancelled
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back o_cancelled,13,o_selected
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back o_cancelled o_selected,14,o_created
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created,15,o_sent
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent,16,o_sent_back
174132,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_sent_back,17,o_accepted
174141,o_selected,0,o_created
174141,o_selected o_created,1,o_sent
174141,o_selected o_created o_sent,2,o_cancelled
174141,o_selected o_created o_sent o_cancelled,3,o_selected
174141,o_selected o_created o_sent o_cancelled o_selected,4,o_created
174141,o_selected o_created o_sent o_cancelled o_selected o_created,5,o_sent
174141,o_selected o_created o_sent o_cancelled o_selected o_created o_sent,6,o_sent_back
174141,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back,7,o_accepted
174144,o_selected,0,o_created
174144,o_selected o_created,1,o_sent
174144,o_selected o_created o_sent,2,o_sent_back
174144,o_selected o_created o_sent o_sent_back,3,o_accepted
174153,o_selected,0,o_created
174153,o_selected o_created,1,o_sent
174153,o_selected o_created o_sent,2,o_sent_back
174153,o_selected o_created o_sent o_sent_back,3,o_declined
174159,o_selected,0,o_created
174159,o_selected o_created,1,o_sent
174159,o_selected o_created o_sent,2,o_selected
174159,o_selected o_created o_sent o_selected,3,o_cancelled
174159,o_selected o_created o_sent o_selected o_cancelled,4,o_created
174159,o_selected o_created o_sent o_selected o_cancelled o_created,5,o_sent
174159,o_selected o_created o_sent o_selected o_cancelled o_created o_sent,6,o_cancelled
174168,o_selected,0,o_created
174168,o_selected o_created,1,o_sent
174168,o_selected o_created o_sent,2,o_sent_back
174168,o_selected o_created o_sent o_sent_back,3,o_cancelled
174180,o_selected,0,o_created
174180,o_selected o_created,1,o_sent
174180,o_selected o_created o_sent,2,o_cancelled
174180,o_selected o_created o_sent o_cancelled,3,o_selected
174180,o_selected o_created o_sent o_cancelled o_selected,4,o_created
174180,o_selected o_created o_sent o_cancelled o_selected o_created,5,o_sent
174180,o_selected o_created o_sent o_cancelled o_selected o_created o_sent,6,o_cancelled
174216,o_selected,0,o_created
174216,o_selected o_created,1,o_sent
174216,o_selected o_created o_sent,2,o_selected
174216,o_selected o_created o_sent o_selected,3,o_cancelled
174216,o_selected o_created o_sent o_selected o_cancelled,4,o_created
174216,o_selected o_created o_sent o_selected o_cancelled o_created,5,o_sent
174216,o_selected o_created o_sent o_selected o_cancelled o_created o_sent,6,o_sent_back
174216,o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_sent_back,7,o_accepted
174231,o_selected,0,o_created
174231,o_selected o_created,1,o_sent
174231,o_selected o_created o_sent,2,o_cancelled
174237,o_selected,0,o_created
174237,o_selected o_created,1,o_sent
174237,o_selected o_created o_sent,2,o_sent_back
174237,o_selected o_created o_sent o_sent_back,3,o_declined
174252,o_selected,0,o_created
174252,o_selected o_created,1,o_sent
174252,o_selected o_created o_sent,2,o_sent_back
174252,o_selected o_created o_sent o_sent_back,3,o_accepted
174255,o_selected,0,o_created
174255,o_selected o_created,1,o_sent
174255,o_selected o_created o_sent,2,o_sent_back
174255,o_selected o_created o_sent o_sent_back,3,o_accepted
174261,o_selected,0,o_created
174261,o_selected o_created,1,o_sent
174261,o_selected o_created o_sent,2,o_sent_back
174261,o_selected o_created o_sent o_sent_back,3,o_declined
174264,o_selected,0,o_created
174264,o_selected o_created,1,o_sent
174264,o_selected o_created o_sent,2,o_selected
174264,o_selected o_created o_sent o_selected,3,o_cancelled
174264,o_selected o_created o_sent o_selected o_cancelled,4,o_created
174264,o_selected o_created o_sent o_selected o_cancelled o_created,5,o_sent
174264,o_selected o_created o_sent o_selected o_cancelled o_created o_sent,6,o_sent_back
174264,o_selected o_created o_sent o_selected o_cancelled o_created o_sent o_sent_back,7,o_accepted
174270,o_selected,0,o_created
174270,o_selected o_created,1,o_sent
174270,o_selected o_created o_sent,2,o_cancelled
174279,o_selected,0,o_created
174279,o_selected o_created,1,o_sent
174279,o_selected o_created o_sent,2,o_cancelled
174285,o_selected,0,o_created
174285,o_selected o_created,1,o_sent
174285,o_selected o_created o_sent,2,o_sent_back
174285,o_selected o_created o_sent o_sent_back,3,o_accepted
174291,o_selected,0,o_created
174291,o_selected o_created,1,o_sent
174291,o_selected o_created o_sent,2,o_cancelled
174294,o_selected,0,o_created
174294,o_selected o_created,1,o_sent
174294,o_selected o_created o_sent,2,o_selected
174294,o_selected o_created o_sent o_selected,3,o_cancelled
174294,o_selected o_created o_sent o_selected o_cancelled,4,o_created
174294,o_selected o_created o_sent o_selected o_cancelled o_created,5,o_sent
174294,o_selected o_created o_sent o_selected o_cancelled o_created o_sent,6,o_cancelled
174319,o_selected,0,o_created
174319,o_selected o_created,1,o_sent
174319,o_selected o_created o_sent,2,o_sent_back
174319,o_selected o_created o_sent o_sent_back,3,o_accepted
174322,o_selected,0,o_created
174322,o_selected o_created,1,o_sent
174322,o_selected o_created o_sent,2,o_cancelled
174325,o_selected,0,o_created
174325,o_selected o_created,1,o_sent
174325,o_selected o_created o_sent,2,o_sent_back
174325,o_selected o_created o_sent o_sent_back,3,o_accepted
174334,o_selected,0,o_created
174334,o_selected o_created,1,o_sent
174334,o_selected o_created o_sent,2,o_sent_back
174334,o_selected o_created o_sent o_sent_back,3,o_accepted
174337,o_selected,0,o_created
174337,o_selected o_created,1,o_sent
174337,o_selected o_created o_sent,2,o_sent_back
174337,o_selected o_created o_sent o_sent_back,3,o_cancelled
174337,o_selected o_created o_sent o_sent_back o_cancelled,4,o_selected
174337,o_selected o_created o_sent o_sent_back o_cancelled o_selected,5,o_created
174337,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created,6,o_sent
174337,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent,7,o_sent_back
174337,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_sent_back,8,o_accepted
174343,o_selected,0,o_created
174343,o_selected o_created,1,o_sent
174343,o_selected o_created o_sent,2,o_sent_back
174343,o_selected o_created o_sent o_sent_back,3,o_accepted
174349,o_selected,0,o_created
174349,o_selected o_created,1,o_sent
174349,o_selected o_created o_sent,2,o_cancelled
174349,o_selected o_created o_sent o_cancelled,3,o_selected
174349,o_selected o_created o_sent o_cancelled o_selected,4,o_created
174349,o_selected o_created o_sent o_cancelled o_selected o_created,5,o_sent
174349,o_selected o_created o_sent o_cancelled o_selected o_created o_sent,6,o_cancelled
174358,o_selected,0,o_created
174358,o_selected o_created,1,o_sent
174358,o_selected o_created o_sent,2,o_sent_back
174358,o_selected o_created o_sent o_sent_back,3,o_cancelled
174358,o_selected o_created o_sent o_sent_back o_cancelled,4,o_selected
174358,o_selected o_created o_sent o_sent_back o_cancelled o_selected,5,o_created
174358,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created,6,o_sent
174358,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent,7,o_sent_back
174358,o_selected o_created o_sent o_sent_back o_cancelled o_selected o_created o_sent o_sent_back,8,o_declined
174367,o_selected,0,o_created
174367,o_selected o_created,1,o_sent
174367,o_selected o_created o_sent,2,o_selected
174367,o_selected o_created o_sent o_selected,3,o_cancelled
174367,o_selected o_created o_sent o_selected o_cancelled,4,o_created
174367,o_selected o_created o_sent o_selected o_cancelled o_created,5,o_sent
174367,o_selected o_created o_sent o_selected o_cancelled o_created o_sent,6,o_cancelled
174379,o_selected,0,o_created
174379,o_selected o_created,1,o_sent
174379,o_selected o_created o_sent,2,o_cancelled
174382,o_selected,0,o_created
174382,o_selected o_created,1,o_sent
174382,o_selected o_created o_sent,2,o_cancelled
174382,o_selected o_created o_sent o_cancelled,3,o_selected
174382,o_selected o_created o_sent o_cancelled o_selected,4,o_created
174382,o_selected o_created o_sent o_cancelled o_selected o_created,5,o_sent
174382,o_selected o_created o_sent o_cancelled o_selected o_created o_sent,6,o_sent_back
174382,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back,7,o_selected
174382,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back o_selected,8,o_cancelled
174382,o_selected o_created o_sent o_cancelled o_selected o_created o_sent o_sent_back o_selected o_cancelled,9,o_created
