case_id,prefix,k,next_act
21,register,0,classify
21,register classify,1,analyze
21,register classify analyze,2,resolve
21,register classify analyze resolve,3,close
22,register,0,classify
22,register classify,1,escalate
22,register classify escalate,2,resolve
22,register classify escalate resolve,3,close
23,register,0,classify
23,register classify,1,analyze
23,register classify analyze,2,wait
23,register classify analyze wait,3,analyze
23,register classify analyze wait analyze,4,escalate
23,register classify analyze wait analyze escalate,5,analyze
23,register classify analyze wait analyze escalate analyze,6,analyze
23,register classify analyze wait analyze escalate analyze analyze,7,wait
23,register classify analyze wait analyze escalate analyze analyze wait,8,close
24,register,0,classify
24,register classify,1,wait
24,register classify wait,2,resolve
24,register classify wait resolve,3,close
25,register,0,classify
25,register classify,1,analyze
25,register classify analyze,2,escalate
25,register classify analyze escalate,3,analyze
25,register classify analyze escalate analyze,4,resolve
25,register classify analyze escalate analyze resolve,5,wait
25,register classify analyze escalate analyze resolve wait,6,analyze
25,register classify analyze escalate analyze resolve wait analyze,7,resolve
25,register classify analyze escalate analyze resolve wait analyze resolve,8,wait
25,register classify analyze escalate analyze resolve wait analyze resolve wait,9,resolve
25,register classify analyze escalate analyze resolve wait analyze resolve wait resolve,10,close
26,register,0,classify
26,register classify,1,resolve
26,register classify resolve,2,resolve
26,register classify resolve resolve,3,close
27,register,0,classify
27,register classify,1,analyze
27,register classify analyze,2,resolve
27,register classify analyze resolve,3,resolve
27,register classify analyze resolve resolve,4,close
28,register,0,classify
28,register classify,1,analyze
28,register classify analyze,2,escalate
28,register classify analyze escalate,3,resolve
28,register classify analyze escalate resolve,4,close
29,register,0,classify
29,register classify,1,analyze
29,register classify analyze,2,resolve
29,register classify analyze resolve,3,close
30,register,0,classify
30,register classify,1,analyze
30,register classify analyze,2,resolve
30,register classify analyze resolve,3,close
31,register,0,classify
31,register classify,1,analyze
31,register classify analyze,2,wait
31,register classify analyze wait,3,resolve
31,register classify analyze wait resolve,4,resolve
31,register classify analyze wait resolve resolve,5,close
32,register,0,classify
32,register classify,1,escalate
32,register classify escalate,2,analyze
32,register classify escalate analyze,3,escalate
32,register classify escalate analyze escalate,4,analyze
32,register classify escalate analyze escalate analyze,5,close
33,register,0,classify
33,register classify,1,analyze
33,register classify analyze,2,resolve
33,register classify analyze resolve,3,close
34,register,0,classify
34,register classify,1,analyze
34,register classify analyze,2,escalate
34,register classify analyze escalate,3,analyze
34,register classify analyze escalate analyze,4,wait
34,register classify analyze escalate analyze wait,5,resolve
34,register classify analyze escalate analyze wait resolve,6,close
35,register,0,classify
35,register classify,1,wait
35,register classify wait,2,analyze
35,register classify wait analyze,3,wait
35,register classify wait analyze wait,4,resolve
35,register classify wait analyze wait resolve,5,analyze
35,register classify wait analyze wait resolve analyze,6,resolve
35,register classify wait analyze wait resolve analyze resolve,7,close
36,register,0,classify
36,register classify,1,wait
36,register classify wait,2,resolve
36,register classify wait resolve,3,close
37,register,0,classify
37,register classify,1,analyze
37,register classify analyze,2,analyze
37,register classify analyze analyze,3,escalate
37,register classify analyze analyze escalate,4,analyze
37,register classify analyze analyze escalate analyze,5,wait
37,register classify analyze analyze escalate analyze wait,6,analyze
37,register classify analyze analyze escalate analyze wait analyze,7,resolve
37,register classify analyze analyze escalate analyze wait analyze resolve,8,close
38,register,0,classify
38,register classify,1,resolve
38,register classify resolve,2,resolve
38,register classify resolve resolve,3,close
39,register,0,classify
39,register classify,1,analyze
39,register classify analyze,2,resolve
39,register classify analyze resolve,3,close
40,register,0,classify
40,register classify,1,analyze
40,register classify analyze,2,wait
40,register classify analyze wait,3,resolve
40,register classify analyze wait resolve,4,close
41,register,0,analyze
41,register analyze,1,escalate
41,register analyze escalate,2,analyze
41,register analyze escalate analyze,3,resolve
41,register analyze escalate analyze resolve,4,close
42,register,0,classify
42,register classify,1,analyze
42,register classify analyze,2,resolve
42,register classify analyze resolve,3,wait
42,register classify analyze resolve wait,4,analyze
42,register classify analyze resolve wait analyze,5,escalate
42,register classify analyze resolve wait analyze escalate,6,analyze
42,register classify analyze resolve wait analyze escalate analyze,7,escalate
42,register classify analyze resolve wait analyze escalate analyze escalate,8,resolve
42,register classify analyze resolve wait analyze escalate analyze escalate resolve,9,close
43,register,0,classify
43,register classify,1,analyze
43,register classify analyze,2,resolve
43,register classify analyze resolve,3,close
44,register,0,classify
44,register classify,1,analyze
44,register classify analyze,2,analyze
44,register classify analyze analyze,3,resolve
44,register classify analyze analyze resolve,4,close
45,register,0,classify
45,register classify,1,escalate
45,register classify escalate,2,wait
45,register classify escalate wait,3,wait
45,register classify escalate wait wait,4,analyze
45,register classify escalate wait wait analyze,5,escalate
45,register classify escalate wait wait analyze escalate,6,analyze
45,register classify escalate wait wait analyze escalate analyze,7,wait
45,register classify escalate wait wait analyze escalate analyze wait,8,analyze
45,register classify escalate wait wait analyze escalate analyze wait analyze,9,close
46,register,0,classify
46,register classify,1,analyze
46,register classify analyze,2,resolve
46,register classify analyze resolve,3,close
47,register,0,classify
47,register classify,1,analyze
47,register classify analyze,2,wait
47,register classify analyze wait,3,resolve
47,register classify analyze wait resolve,4,resolve
47,register classify analyze wait resolve resolve,5,close
48,register,0,classify
48,register classify,1,analyze
48,register classify analyze,2,resolve
48,register classify analyze resolve,3,close
49,register,0,classify
49,register classify,1,analyze
49,register classify analyze,2,resolve
49,register classify analyze resolve,3,close
50,register,0,classify
50,register classify,1,escalate
50,register classify escalate,2,analyze
50,register classify escalate analyze,3,escalate
50,register classify escalate analyze escalate,4,analyze
50,register classify escalate analyze escalate analyze,5,escalate
50,register classify escalate analyze escalate analyze escalate,6,resolve
50,register classify escalate analyze escalate analyze escalate resolve,7,close
51,register,0,classify
51,register classify,1,analyze
51,register classify analyze,2,wait
51,register classify analyze wait,3,resolve
51,register classify analyze wait resolve,4,close
52,register,0,classify
52,register classify,1,analyze
52,register classify analyze,2,escalate
52,register classify analyze escalate,3,analyze
52,register classify analyze escalate analyze,4,resolve
52,register classify analyze escalate analyze resolve,5,wait
52,register classify analyze escalate analyze resolve wait,6,resolve
52,register classify analyze escalate analyze resolve wait resolve,7,close
53,register,0,analyze
53,register analyze,1,resolve
53,register analyze resolve,2,resolve
53,register analyze resolve resolve,3,close
54,register,0,classify
54,register classify,1,analyze
54,register classify analyze,2,resolve
54,register classify analyze resolve,3,resolve
54,register classify analyze resolve resolve,4,close
55,register,0,classify
55,register classify,1,escalate
55,register classify escalate,2,analyze
55,register classify escalate analyze,3,resolve
55,register classify escalate analyze resolve,4,close
56,register,0,classify
56,register classify,1,analyze
56,register classify analyze,2,escalate
56,register classify analyze escalate,3,analyze
56,register classify analyze escalate analyze,4,escalate
56,register classify analyze escalate analyze escalate,5,wait
56,register classify analyze escalate analyze escalate wait,6,analyze
56,register classify analyze escalate analyze escalate wait analyze,7,wait
56,register classify analyze escalate analyze escalate wait analyze wait,8,escalate
56,register classify analyze escalate analyze escalate wait analyze wait escalate,9,analyze
56,register classify analyze escalate analyze escalate wait analyze wait escalate analyze,10,escalate
56,register classify analyze escalate analyze escalate wait analyze wait escalate analyze escalate,11,analyze
56,register classify analyze escalate analyze escalate wait analyze wait escalate analyze escalate analyze,12,resolve
56,register classify analyze escalate analyze escalate wait analyze wait escalate analyze escalate analyze resolve,13,close
57,register,0,classify
57,register classify,1,analyze
57,register classify analyze,2,escalate
57,register classify analyze escalate,3,resolve
57,register classify analyze escalate resolve,4,close
58,register,0,classify
58,register classify,1,resolve
58,register classify resolve,2,resolve
58,register classify resolve resolve,3,close
59,register,0,classify
59,register classify,1,analyze
59,register classify analyze,2,resolve
59,register classify analyze resolve,3,close
60,register,0,classify
60,register classify,1,escalate
60,register classify escalate,2,analyze
60,register classify escalate analyze,3,escalate
60,register classify escalate analyze escalate,4,resolve
60,register classify escalate analyze escalate resolve,5,close
61,register,0,classify
61,register classify,1,analyze
61,register classify analyze,2,escalate
61,register classify analyze escalate,3,wait
61,register classify analyze escalate wait,4,analyze
61,register classify analyze escalate wait analyze,5,resolve
61,register classify analyze escalate wait analyze resolve,6,close
62,register,0,classify
62,register classify,1,escalate
62,register classify escalate,2,resolve
62,register classify escalate resolve,3,close
63,register,0,classify
63,register classify,1,analyze
63,register classify analyze,2,wait
63,register classify analyze wait,3,analyze
63,register classify analyze wait analyze,4,resolve
63,register classify analyze wait analyze resolve,5,close
64,register,0,classify
64,register classify,1,analyze
64,register classify analyze,2,wait
64,register classify analyze wait,3,analyze
64,register classify analyze wait analyze,4,analyze
64,register classify analyze wait analyze analyze,5,resolve
64,register classify analyze wait analyze analyze resolve,6,resolve
64,register classify analyze wait analyze analyze resolve resolve,7,close
65,register,0,classify
65,register classify,1,wait
65,register classify wait,2,resolve
65,register classify wait resolve,3,close
66,register,0,classify
66,register classify,1,analyze
66,register classify analyze,2,resolve
66,register classify analyze resolve,3,close
67,register,0,classify
67,register classify,1,analyze
67,register classify analyze,2,analyze
67,register classify analyze analyze,3,escalate
67,register classify analyze analyze escalate,4,analyze
67,register classify analyze analyze escalate analyze,5,analyze
67,register classify analyze analyze escalate analyze analyze,6,close
68,register,0,classify
68,register classify,1,analyze
68,register classify analyze,2,escalate
68,register classify analyze escalate,3,wait
68,register classify analyze escalate wait,4,analyze
68,register classify analyze escalate wait analyze,5,resolve
68,register classify analyze escalate wait analyze resolve,6,resolve
68,register classify analyze escalate wait analyze resolve resolve,7,close
69,register,0,classify
69,register classify,1,escalate
69,register classify escalate,2,analyze
69,register classify escalate analyze,3,resolve
69,register classify escalate analyze resolve,4,close
70,register,0,classify
70,register classify,1,analyze
70,register classify analyze,2,wait
70,register classify analyze wait,3,resolve
70,register classify analyze wait resolve,4,close
71,register,0,classify
71,register classify,1,analyze
71,register classify analyze,2,analyze
71,register classify analyze analyze,3,wait
71,register classify analyze analyze wait,4,analyze
71,register classify analyze analyze wait analyze,5,wait
71,register classify analyze analyze wait analyze wait,6,resolve
71,register classify analyze analyze wait analyze wait resolve,7,close
72,register,0,classify
72,register classify,1,analyze
72,register classify analyze,2,wait
72,register classify analyze wait,3,analyze
72,register classify analyze wait analyze,4,resolve
72,register classify analyze wait analyze resolve,5,close
73,register,0,classify
73,register classify,1,analyze
73,register classify analyze,2,resolve
73,register classify analyze resolve,3,close
74,register,0,classify
74,register classify,1,analyze
74,register classify analyze,2,escalate
74,register classify analyze escalate,3,resolve
74,register classify analyze escalate resolve,4,close
75,register,0,classify
75,register classify,1,analyze
75,register classify analyze,2,resolve
75,register classify analyze resolve,3,resolve
75,register classify analyze resolve resolve,4,close
76,register,0,classify
76,register classify,1,analyze
76,register classify analyze,2,wait
76,register classify analyze wait,3,resolve
76,register classify analyze wait resolve,4,close
77,register,0,classify
77,register classify,1,wait
77,register classify wait,2,analyze
77,register classify wait analyze,3,wait
77,register classify wait analyze wait,4,analyze
77,register classify wait analyze wait analyze,5,escalate
77,register classify wait analyze wait analyze escalate,6,resolve
77,register classify wait analyze wait analyze escalate resolve,7,close
78,register,0,classify
78,register classify,1,analyze
78,register classify analyze,2,resolve
78,register classify analyze resolve,3,close
79,register,0,classify
79,register classify,1,analyze
79,register classify analyze,2,analyze
79,register classify analyze analyze,3,resolve
79,register classify analyze analyze resolve,4,analyze
79,register classify analyze analyze resolve analyze,5,wait
79,register classify analyze analyze resolve analyze wait,6,analyze
79,register classify analyze analyze resolve analyze wait analyze,7,wait
79,register classify analyze analyze resolve analyze wait analyze wait,8,resolve
79,register classify analyze analyze resolve analyze wait analyze wait resolve,9,resolve
79,register classify analyze analyze resolve analyze wait analyze wait resolve resolve,10,analyze
79,register classify analyze analyze resolve analyze wait analyze wait resolve resolve analyze,11,escalate
79,register classify analyze analyze resolve analyze wait analyze wait resolve resolve analyze escalate,12,analyze
79,register classify analyze analyze resolve analyze wait analyze wait resolve resolve analyze escalate analyze,13,resolve
79,register classify analyze analyze resolve analyze wait analyze wait resolve resolve analyze escalate analyze resolve,14,close
80,register,0,classify
80,register classify,1,analyze
80,register classify analyze,2,resolve
80,register classify analyze resolve,3,close
81,register,0,classify
81,register classify,1,escalate
81,register classify escalate,2,resolve
81,register classify escalate resolve,3,close
82,register,0,classify
82,register classify,1,analyze
82,register classify analyze,2,resolve
82,register classify analyze resolve,3,resolve
82,register classify analyze resolve resolve,4,close
83,register,0,classify
83,register classify,1,resolve
83,register classify resolve,2,resolve
83,register classify resolve resolve,3,close
84,register,0,classify
84,register classify,1,analyze
84,register classify analyze,2,escalate
84,register classify analyze escalate,3,analyze
84,register classify analyze escalate analyze,4,resolve
84,register classify analyze escalate analyze resolve,5,close
85,register,0,classify
85,register classify,1,analyze
85,register classify analyze,2,wait
85,register classify analyze wait,3,close
86,register,0,classify
86,register classify,1,analyze
86,register classify analyze,2,wait
86,register classify analyze wait,3,close
87,register,0,classify
87,register classify,1,analyze
87,register classify analyze,2,resolve
87,register classify analyze resolve,3,close
88,register,0,classify
88,register classify,1,analyze
88,register classify analyze,2,escalate
88,register classify analyze escalate,3,close
89,register,0,classify
89,register classify,1,analyze
89,register classify analyze,2,resolve
89,register classify analyze resolve,3,close
90,register,0,classify
90,register classify,1,analyze
90,register classify analyze,2,wait
90,register classify analyze wait,3,resolve
90,register classify analyze wait resolve,4,close
91,register,0,classify
91,register classify,1,analyze
91,register classify analyze,2,resolve
91,register classify analyze resolve,3,close
92,register,0,classify
92,register classify,1,analyze
92,register classify analyze,2,resolve
92,register classify analyze resolve,3,wait
92,register classify analyze resolve wait,4,resolve
92,register classify analyze resolve wait resolve,5,close
93,register,0,classify
93,register classify,1,analyze
93,register classify analyze,2,escalate
93,register classify analyze escalate,3,resolve
93,register classify analyze escalate resolve,4,close
94,register,0,classify
94,register classify,1,analyze
94,register classify analyze,2,resolve
94,register classify analyze resolve,3,close
95,register,0,classify
95,register classify,1,analyze
95,register classify analyze,2,escalate
95,register classify analyze escalate,3,analyze
95,register classify analyze escalate analyze,4,escalate
95,register classify analyze escalate analyze escalate,5,resolve
95,register classify analyze escalate analyze escalate resolve,6,wait
95,register classify analyze escalate analyze escalate resolve wait,7,escalate
95,register classify analyze escalate analyze escalate resolve wait escalate,8,resolve
95,register classify analyze escalate analyze escalate resolve wait escalate resolve,9,close
96,register,0,classify
96,register classify,1,analyze
96,register classify analyze,2,wait
96,register classify analyze wait,3,escalate
96,register classify analyze wait escalate,4,analyze
96,register classify analyze wait escalate analyze,5,wait
96,register classify analyze wait escalate analyze wait,6,resolve
96,register classify analyze wait escalate analyze wait resolve,7,close
97,register,0,classify
97,register classify,1,analyze
97,register classify analyze,2,resolve
97,register classify analyze resolve,3,close
98,register,0,classify
98,register classify,1,escalate
98,register classify escalate,2,analyze
98,register classify escalate analyze,3,analyze
98,register classify escalate analyze analyze,4,escalate
98,register classify escalate analyze analyze escalate,5,wait
98,register classify escalate analyze analyze escalate wait,6,close
99,register,0,analyze
99,register analyze,1,escalate
99,register analyze escalate,2,resolve
99,register analyze escalate resolve,3,close
100,register,0,classify
100,register classify,1,analyze
100,register classify analyze,2,wait
100,register classify analyze wait,3,analyze
100,register classify analyze wait analyze,4,escalate
100,register classify analyze wait analyze escalate,5,analyze
100,register classify analyze wait analyze escalate analyze,6,escalate
100,register classify analyze wait analyze escalate analyze escalate,7,analyze
100,register classify analyze wait analyze escalate analyze escalate analyze,8,close
101,register,0,classify
101,register classify,1,analyze
101,register classify analyze,2,resolve
101,register classify analyze resolve,3,close
102,register,0,analyze
102,register analyze,1,escalate
102,register analyze escalate,2,resolve
102,register analyze escalate resolve,3,close
103,register,0,classify
103,register classify,1,resolve
103,register classify resolve,2,resolve
103,register classify resolve resolve,3,close
104,register,0,classify
104,register classify,1,wait
104,register classify wait,2,resolve
104,register classify wait resolve,3,close
105,register,0,classify
105,register classify,1,analyze
105,register classify analyze,2,resolve
105,register classify analyze resolve,3,resolve
105,register classify analyze resolve resolve,4,close
106,register,0,classify
106,register classify,1,analyze
106,register classify analyze,2,escalate
106,register classify analyze escalate,3,analyze
106,register classify analyze escalate analyze,4,wait
106,register classify analyze escalate analyze wait,5,escalate
106,register classify analyze escalate analyze wait escalate,6,analyze
106,register classify analyze escalate analyze wait escalate analyze,7,resolve
106,register classify analyze escalate analyze wait escalate analyze resolve,8,close
107,register,0,classify
107,register classify,1,analyze
107,register classify analyze,2,resolve
107,register classify analyze resolve,3,close
108,register,0,analyze
108,register analyze,1,wait
108,register analyze wait,2,analyze
108,register analyze wait analyze,3,escalate
108,register analyze wait analyze escalate,4,analyze
108,register analyze wait analyze escalate analyze,5,close
109,register,0,classify
109,register classify,1,analyze
109,register classify analyze,2,wait
109,register classify analyze wait,3,wait
109,register classify analyze wait wait,4,close
110,register,0,classify
110,register classify,1,analyze
110,register classify analyze,2,resolve
110,register classify analyze resolve,3,close
111,register,0,classify
111,register classify,1,analyze
111,register classify analyze,2,resolve
111,register classify analyze resolve,3,close
112,register,0,classify
112,register classify,1,analyze
112,register classify analyze,2,wait
112,register classify analyze wait,3,escalate
112,register classify analyze wait escalate,4,analyze
112,register classify analyze wait escalate analyze,5,escalate
112,register classify analyze wait escalate analyze escalate,6,resolve
112,register classify analyze wait escalate analyze escalate resolve,7,resolve
112,register classify analyze wait escalate analyze escalate resolve resolve,8,close
113,register,0,classify
113,register classify,1,wait
113,register classify wait,2,analyze
113,register classify wait analyze,3,resolve
113,register classify wait analyze resolve,4,close
114,register,0,classify
114,register classify,1,analyze
114,register classify analyze,2,escalate
114,register classify analyze escalate,3,resolve
114,register classify analyze escalate resolve,4,close
115,register,0,classify
115,register classify,1,analyze
115,register classify analyze,2,wait
115,register classify analyze wait,3,close
116,register,0,classify
116,register classify,1,analyze
116,register classify analyze,2,wait
116,register classify analyze wait,3,resolve
116,register classify analyze wait resolve,4,analyze
116,register classify analyze wait resolve analyze,5,escalate
116,register classify analyze wait resolve analyze escalate,6,analyze
116,register classify analyze wait resolve analyze escalate analyze,7,wait
116,register classify analyze wait resolve analyze escalate analyze wait,8,analyze
116,register classify analyze wait resolve analyze escalate analyze wait analyze,9,close
117,register,0,classify
117,register classify,1,analyze
117,register classify analyze,2,resolve
117,register classify analyze resolve,3,close
118,register,0,classify
118,register classify,1,analyze
118,register classify analyze,2,resolve
118,register classify analyze resolve,3,close
119,register,0,classify
119,register classify,1,wait
119,register classify wait,2,resolve
119,register classify wait resolve,3,close
120,register,0,classify
120,register classify,1,analyze
120,register classify analyze,2,wait
120,register classify analyze wait,3,resolve
120,register classify analyze wait resolve,4,close
121,register,0,classify
121,register classify,1,analyze
121,register classify analyze,2,resolve
121,register classify analyze resolve,3,resolve
121,register classify analyze resolve resolve,4,analyze
121,register classify analyze resolve resolve analyze,5,resolve
121,register classify analyze resolve resolve analyze resolve,6,close
122,register,0,classify
122,register classify,1,escalate
122,register classify escalate,2,analyze
122,register classify escalate analyze,3,resolve
122,register classify escalate analyze resolve,4,analyze
122,register classify escalate analyze resolve analyze,5,resolve
122,register classify escalate analyze resolve analyze resolve,6,close
123,register,0,classify
123,register classify,1,analyze
123,register classify analyze,2,resolve
123,register classify analyze resolve,3,close
124,register,0,classify
124,register classify,1,analyze
124,register classify analyze,2,resolve
124,register classify analyze resolve,3,close
125,register,0,classify
125,register classify,1,analyze
125,register classify analyze,2,wait
125,register classify analyze wait,3,analyze
125,register classify analyze wait analyze,4,wait
125,register classify analyze wait analyze wait,5,close
126,register,0,classify
126,register classify,1,analyze
126,register classify analyze,2,escalate
126,register classify analyze escalate,3,resolve
126,register classify analyze escalate resolve,4,close
127,register,0,classify
127,register classify,1,analyze
127,register classify analyze,2,escalate
127,register classify analyze escalate,3,resolve
127,register classify analyze escalate resolve,4,wait
127,register classify analyze escalate resolve wait,5,escalate
127,register classify analyze escalate resolve wait escalate,6,resolve
127,register classify analyze escalate resolve wait escalate resolve,7,close
128,register,0,classify
128,register classify,1,analyze
128,register classify analyze,2,analyze
128,register classify analyze analyze,3,analyze
128,register classify analyze analyze analyze,4,wait
128,register classify analyze analyze analyze wait,5,analyze
128,register classify analyze analyze analyze wait analyze,6,resolve
128,register classify analyze analyze analyze wait analyze resolve,7,analyze
128,register classify analyze analyze analyze wait analyze resolve analyze,8,wait
128,register classify analyze analyze analyze wait analyze resolve analyze wait,9,close
129,register,0,classify
129,register classify,1,analyze
129,register classify analyze,2,analyze
129,register classify analyze analyze,3,resolve
129,register classify analyze analyze resolve,4,close
130,register,0,classify
130,register classify,1,escalate
130,register classify escalate,2,analyze
130,register classify escalate analyze,3,wait
130,register classify escalate analyze wait,4,close
131,register,0,analyze
131,register analyze,1,escalate
131,register analyze escalate,2,analyze
131,register analyze escalate analyze,3,resolve
131,register analyze escalate analyze resolve,4,close
132,register,0,classify
132,register classify,1,wait
132,register classify wait,2,resolve
132,register classify wait resolve,3,close
133,register,0,classify
133,register classify,1,analyze
133,register classify analyze,2,escalate
133,register classify analyze escalate,3,resolve
133,register classify analyze escalate resolve,4,close
134,register,0,analyze
134,register analyze,1,escalate
134,register analyze escalate,2,resolve
134,register analyze escalate resolve,3,close
135,register,0,classify
135,register classify,1,analyze
135,register classify analyze,2,escalate
135,register classify analyze escalate,3,resolve
135,register classify analyze escalate resolve,4,analyze
135,register classify analyze escalate resolve analyze,5,resolve
135,register classify analyze escalate resolve analyze resolve,6,analyze
135,register classify analyze escalate resolve analyze resolve analyze,7,escalate
135,register classify analyze escalate resolve analyze resolve analyze escalate,8,resolve
135,register classify analyze escalate resolve analyze resolve analyze escalate resolve,9,close
136,register,0,classify
136,register classify,1,escalate
136,register classify escalate,2,analyze
136,register classify escalate analyze,3,resolve
136,register classify escalate analyze resolve,4,close
137,register,0,classify
137,register classify,1,resolve
137,register classify resolve,2,resolve
137,register classify resolve resolve,3,close
138,register,0,classify
138,register classify,1,analyze
138,register classify analyze,2,escalate
138,register classify analyze escalate,3,analyze
138,register classify analyze escalate analyze,4,analyze
138,register classify analyze escalate analyze analyze,5,resolve
138,register classify analyze escalate analyze analyze resolve,6,resolve
138,register classify analyze escalate analyze analyze resolve resolve,7,resolve
138,register classify analyze escalate analyze analyze resolve resolve resolve,8,wait
138,register classify analyze escalate analyze analyze resolve resolve resolve wait,9,wait
138,register classify analyze escalate analyze analyze resolve resolve resolve wait wait,10,close
139,register,0,analyze
139,register analyze,1,resolve
139,register analyze resolve,2,resolve
139,register analyze resolve resolve,3,close
140,register,0,classify
140,register classify,1,analyze
140,register classify analyze,2,resolve
140,register classify analyze resolve,3,close
141,register,0,classify
141,register classify,1,analyze
141,register classify analyze,2,escalate
141,register classify analyze escalate,3,analyze
141,register classify analyze escalate analyze,4,resolve
141,register classify analyze escalate analyze resolve,5,close
142,register,0,classify
142,register classify,1,analyze
142,register classify analyze,2,wait
142,register classify analyze wait,3,resolve
142,register classify analyze wait resolve,4,close
143,register,0,classify
143,register classify,1,analyze
143,register classify analyze,2,wait
143,register classify analyze wait,3,resolve
143,register classify analyze wait resolve,4,resolve
143,register classify analyze wait resolve resolve,5,close
144,register,0,classify
144,register classify,1,analyze
144,register classify analyze,2,escalate
144,register classify analyze escalate,3,resolve
144,register classify analyze escalate resolve,4,close
145,register,0,classify
145,register classify,1,analyze
145,register classify analyze,2,escalate
145,register classify analyze escalate,3,resolve
145,register classify analyze escalate resolve,4,close
146,register,0,analyze
146,register analyze,1,wait
146,register analyze wait,2,resolve
146,register analyze wait resolve,3,close
147,register,0,classify
147,register classify,1,wait
147,register classify wait,2,analyze
147,register classify wait analyze,3,resolve
147,register classify wait analyze resolve,4,close
148,register,0,classify
148,register classify,1,analyze
148,register classify analyze,2,escalate
148,register classify analyze escalate,3,analyze
148,register classify analyze escalate analyze,4,analyze
148,register classify analyze escalate analyze analyze,5,close
149,register,0,classify
149,register classify,1,analyze
149,register classify analyze,2,wait
149,register classify analyze wait,3,analyze
149,register classify analyze wait analyze,4,resolve
149,register classify analyze wait analyze resolve,5,resolve
149,register classify analyze wait analyze resolve resolve,6,wait
149,register classify analyze wait analyze resolve resolve wait,7,analyze
149,register classify analyze wait analyze resolve resolve wait analyze,8,resolve
149,register classify analyze wait analyze resolve resolve wait analyze resolve,9,close
150,register,0,classify
150,register classify,1,wait
150,register classify wait,2,analyze
150,register classify wait analyze,3,resolve
150,register classify wait analyze resolve,4,close
151,register,0,analyze
151,register analyze,1,escalate
151,register analyze escalate,2,resolve
151,register analyze escalate resolve,3,close
152,register,0,classify
152,register classify,1,analyze
152,register classify analyze,2,resolve
152,register classify analyze resolve,3,close
